###  0.03 seconds to parse restriction fragments from digested genome.
### Starting read count data processing.
### InputFile = /heap/hapmap/bermanlab/users/default/genomes/C_albicans_SC5314_version_A21-s02-m03-r03/C_albicans_SC5314_version_A21-s02-m03-r03_repetitiveness.txt
### Number of Chromosomes = 8
### 	0) Ca21chr1_C_albicans_SC5314
### 	1) Ca21chr2_C_albicans_SC5314
### 	2) Ca21chr3_C_albicans_SC5314
### 	3) Ca21chr4_C_albicans_SC5314
### 	4) Ca21chr5_C_albicans_SC5314
### 	5) Ca21chr6_C_albicans_SC5314
### 	6) Ca21chr7_C_albicans_SC5314
### 	7) Ca21chrR_C_albicans_SC5314
###3141
### comment in repet file : "## Repetitiveness score per bp location."
### comment in repet file : "##"
### comment in repet file : "## columns = [chrName, bpCoordinate, repetitivenessScore]"
### chr change : 0 -> 1
### chr change : 1 -> 2
### chr change : 2 -> 3
### chr change : 3 -> 4
### chr change : 4 -> 5
### chr change : 5 -> 6
### chr change : 6 -> 7
### chr change : 7 -> 8
### chr change : 8 -> 0
###  73.89 seconds to parse genome repetitiveness file.
### Number of fragments = 3141
### Data from each fragment: [chrNum, bpStart, bpEnd, Max, Ave, Length]
1	1	4555	83665.0	976.563117453	4555
1	4556	9110	22325.0	912.191877058	4555
1	9111	13665	27753.0	876.182436883	4555
1	13666	18220	57969.0	970.754774973	4555
1	18221	22775	102481.0	1058.37694841	4555
1	22776	27330	5926.0	722.816684962	4555
1	27331	31885	103370.0	2017.73216246	4555
1	31886	36440	65812.0	1280.59077936	4555
1	36441	40995	41567.0	1144.84654226	4555
1	40996	45550	55841.0	900.428540066	4555
1	45551	50105	48703.0	1069.65949506	4555
1	50106	54660	83785.0	1234.66673985	4555
1	54661	59215	58900.0	1569.71350165	4555
1	59216	63770	48023.0	1079.42327113	4555
1	63771	68325	69298.0	1346.18133919	4555
1	68326	72880	100361.0	1299.81975851	4555
1	72881	77435	64013.0	1202.67727772	4555
1	77436	81990	53790.0	1306.87420417	4555
1	81991	86545	31167.0	1005.13479693	4555
1	86546	91100	69645.0	1253.66169045	4555
1	91101	95655	86704.0	1263.65422613	4555
1	95656	100210	32995.0	871.596706915	4555
1	100211	104765	16974.0	901.826344676	4555
1	104766	109320	8820.0	871.25115258	4555
1	109321	113875	71228.0	1696.65773875	4555
1	113876	118430	54457.0	1268.49418222	4555
